"ubigeo_inei";"departamento";"provincia";"distrito";"region";"macroregion_inei";"macroregion_minsa"
21905;"ANCASH";"SIHUAS";"CHINGALPO";"ANCASH";"CENTRO";"MACROREGION NORTE"
21906;"ANCASH";"SIHUAS";"HUAYLLABAMBA";"ANCASH";"CENTRO";"MACROREGION NORTE"
21907;"ANCASH";"SIHUAS";"QUICHES";"ANCASH";"CENTRO";"MACROREGION NORTE"
21908;"ANCASH";"SIHUAS";"RAGASH";"ANCASH";"CENTRO";"MACROREGION NORTE"
21909;"ANCASH";"SIHUAS";"SAN JUAN";"ANCASH";"CENTRO";"MACROREGION NORTE"
21910;"ANCASH";"SIHUAS";"SICSIBAMBA";"ANCASH";"CENTRO";"MACROREGION NORTE"
22001;"ANCASH";"YUNGAY";"YUNGAY";"ANCASH";"CENTRO";"MACROREGION NORTE"
22002;"ANCASH";"YUNGAY";"CASCAPARA";"ANCASH";"CENTRO";"MACROREGION NORTE"
22003;"ANCASH";"YUNGAY";"MANCOS";"ANCASH";"CENTRO";"MACROREGION NORTE"
22004;"ANCASH";"YUNGAY";"MATACOTO";"ANCASH";"CENTRO";"MACROREGION NORTE"
22005;"ANCASH";"YUNGAY";"QUILLO";"ANCASH";"CENTRO";"MACROREGION NORTE"
22006;"ANCASH";"YUNGAY";"RANRAHIRCA";"ANCASH";"CENTRO";"MACROREGION NORTE"
22007;"ANCASH";"YUNGAY";"SHUPLUY";"ANCASH";"CENTRO";"MACROREGION NORTE"
22008;"ANCASH";"YUNGAY";"YANAMA";"ANCASH";"CENTRO";"MACROREGION NORTE"
30101;"APURIMAC";"ABANCAY";"ABANCAY";"APURIMAC";"SUR";"MACROREGION CENTRO"
30102;"APURIMAC";"ABANCAY";"CHACOCHE";"APURIMAC";"SUR";"MACROREGION CENTRO"
30103;"APURIMAC";"ABANCAY";"CIRCA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30104;"APURIMAC";"ABANCAY";"CURAHUASI";"APURIMAC";"SUR";"MACROREGION CENTRO"
30105;"APURIMAC";"ABANCAY";"HUANIPACA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30106;"APURIMAC";"ABANCAY";"LAMBRAMA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30107;"APURIMAC";"ABANCAY";"PICHIRHUA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30108;"APURIMAC";"ABANCAY";"SAN PEDRO DE CACHORA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30109;"APURIMAC";"ABANCAY";"TAMBURCO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30201;"APURIMAC";"ANDAHUAYLAS";"ANDAHUAYLAS";"APURIMAC";"SUR";"MACROREGION CENTRO"
30202;"APURIMAC";"ANDAHUAYLAS";"ANDARAPA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30203;"APURIMAC";"ANDAHUAYLAS";"CHIARA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30204;"APURIMAC";"ANDAHUAYLAS";"HUANCARAMA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30205;"APURIMAC";"ANDAHUAYLAS";"HUANCARAY";"APURIMAC";"SUR";"MACROREGION CENTRO"
30206;"APURIMAC";"ANDAHUAYLAS";"HUAYANA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30207;"APURIMAC";"ANDAHUAYLAS";"KISHUARA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30208;"APURIMAC";"ANDAHUAYLAS";"PACOBAMBA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30209;"APURIMAC";"ANDAHUAYLAS";"PACUCHA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30210;"APURIMAC";"ANDAHUAYLAS";"PAMPACHIRI";"APURIMAC";"SUR";"MACROREGION CENTRO"
30211;"APURIMAC";"ANDAHUAYLAS";"POMACOCHA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30212;"APURIMAC";"ANDAHUAYLAS";"SAN ANTONIO DE CACHI";"APURIMAC";"SUR";"MACROREGION CENTRO"
30213;"APURIMAC";"ANDAHUAYLAS";"SAN JERONIMO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30214;"APURIMAC";"ANDAHUAYLAS";"SAN MIGUEL DE CHACCRAMPA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30215;"APURIMAC";"ANDAHUAYLAS";"SANTA MARIA DE CHICMO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30216;"APURIMAC";"ANDAHUAYLAS";"TALAVERA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30217;"APURIMAC";"ANDAHUAYLAS";"TUMAY HUARACA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30218;"APURIMAC";"ANDAHUAYLAS";"TURPO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30219;"APURIMAC";"ANDAHUAYLAS";"KAQUIABAMBA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30220;"APURIMAC";"ANDAHUAYLAS";"JOSE MARIA ARGUEDAS";"APURIMAC";"SUR";"MACROREGION CENTRO"
30301;"APURIMAC";"ANTABAMBA";"ANTABAMBA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30302;"APURIMAC";"ANTABAMBA";"EL ORO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30303;"APURIMAC";"ANTABAMBA";"HUAQUIRCA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30304;"APURIMAC";"ANTABAMBA";"JUAN ESPINOZA MEDRANO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30305;"APURIMAC";"ANTABAMBA";"OROPESA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30306;"APURIMAC";"ANTABAMBA";"PACHACONAS";"APURIMAC";"SUR";"MACROREGION CENTRO"
30307;"APURIMAC";"ANTABAMBA";"SABAINO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30401;"APURIMAC";"AYMARAES";"CHALHUANCA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30402;"APURIMAC";"AYMARAES";"CAPAYA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30403;"APURIMAC";"AYMARAES";"CARAYBAMBA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30404;"APURIMAC";"AYMARAES";"CHAPIMARCA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30405;"APURIMAC";"AYMARAES";"COLCABAMBA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30406;"APURIMAC";"AYMARAES";"COTARUSE";"APURIMAC";"SUR";"MACROREGION CENTRO"
30407;"APURIMAC";"AYMARAES";"HUAYLLO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30408;"APURIMAC";"AYMARAES";"JUSTO APU SAHUARAURA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30409;"APURIMAC";"AYMARAES";"LUCRE";"APURIMAC";"SUR";"MACROREGION CENTRO"
30410;"APURIMAC";"AYMARAES";"POCOHUANCA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30411;"APURIMAC";"AYMARAES";"SAN JUAN DE CHACÑA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30412;"APURIMAC";"AYMARAES";"SAÑAYCA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30413;"APURIMAC";"AYMARAES";"SORAYA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30414;"APURIMAC";"AYMARAES";"TAPAIRIHUA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30415;"APURIMAC";"AYMARAES";"TINTAY";"APURIMAC";"SUR";"MACROREGION CENTRO"
30416;"APURIMAC";"AYMARAES";"TORAYA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30417;"APURIMAC";"AYMARAES";"YANACA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30501;"APURIMAC";"COTABAMBAS";"TAMBOBAMBA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30502;"APURIMAC";"COTABAMBAS";"COTABAMBAS";"APURIMAC";"SUR";"MACROREGION CENTRO"
30503;"APURIMAC";"COTABAMBAS";"COYLLURQUI";"APURIMAC";"SUR";"MACROREGION CENTRO"
30504;"APURIMAC";"COTABAMBAS";"HAQUIRA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30505;"APURIMAC";"COTABAMBAS";"MARA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30506;"APURIMAC";"COTABAMBAS";"CHALLHUAHUACHO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30601;"APURIMAC";"CHINCHEROS";"CHINCHEROS";"APURIMAC";"SUR";"MACROREGION CENTRO"
30602;"APURIMAC";"CHINCHEROS";"ANCO-HUALLO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30603;"APURIMAC";"CHINCHEROS";"COCHARCAS";"APURIMAC";"SUR";"MACROREGION CENTRO"
30604;"APURIMAC";"CHINCHEROS";"HUACCANA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30605;"APURIMAC";"CHINCHEROS";"OCOBAMBA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30606;"APURIMAC";"CHINCHEROS";"ONGOY";"APURIMAC";"SUR";"MACROREGION CENTRO"
30607;"APURIMAC";"CHINCHEROS";"URANMARCA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30608;"APURIMAC";"CHINCHEROS";"RANRACANCHA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30609;"APURIMAC";"CHINCHEROS";"ROCCHACC";"APURIMAC";"SUR";"MACROREGION CENTRO"
30610;"APURIMAC";"CHINCHEROS";"EL PORVENIR";"APURIMAC";"SUR";"MACROREGION CENTRO"
30611;"APURIMAC";"CHINCHEROS";"LOS CHANKAS";"APURIMAC";"SUR";"MACROREGION CENTRO"
30701;"APURIMAC";"GRAU";"CHUQUIBAMBILLA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30702;"APURIMAC";"GRAU";"CURPAHUASI";"APURIMAC";"SUR";"MACROREGION CENTRO"
30703;"APURIMAC";"GRAU";"GAMARRA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30704;"APURIMAC";"GRAU";"HUAYLLATI";"APURIMAC";"SUR";"MACROREGION CENTRO"
30705;"APURIMAC";"GRAU";"MAMARA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30706;"APURIMAC";"GRAU";"MICAELA BASTIDAS";"APURIMAC";"SUR";"MACROREGION CENTRO"
30707;"APURIMAC";"GRAU";"PATAYPAMPA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30708;"APURIMAC";"GRAU";"PROGRESO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30709;"APURIMAC";"GRAU";"SAN ANTONIO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30710;"APURIMAC";"GRAU";"SANTA ROSA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30711;"APURIMAC";"GRAU";"TURPAY";"APURIMAC";"SUR";"MACROREGION CENTRO"
30712;"APURIMAC";"GRAU";"VILCABAMBA";"APURIMAC";"SUR";"MACROREGION CENTRO"
30713;"APURIMAC";"GRAU";"VIRUNDO";"APURIMAC";"SUR";"MACROREGION CENTRO"
30714;"APURIMAC";"GRAU";"CURASCO";"APURIMAC";"SUR";"MACROREGION CENTRO"
40101;"AREQUIPA";"AREQUIPA";"AREQUIPA";"AREQUIPA";"SUR";"MACROREGION SUR"
40102;"AREQUIPA";"AREQUIPA";"ALTO SELVA ALEGRE";"AREQUIPA";"SUR";"MACROREGION SUR"
40103;"AREQUIPA";"AREQUIPA";"CAYMA";"AREQUIPA";"SUR";"MACROREGION SUR"
40104;"AREQUIPA";"AREQUIPA";"CERRO COLORADO";"AREQUIPA";"SUR";"MACROREGION SUR"
40105;"AREQUIPA";"AREQUIPA";"CHARACATO";"AREQUIPA";"SUR";"MACROREGION SUR"
40106;"AREQUIPA";"AREQUIPA";"CHIGUATA";"AREQUIPA";"SUR";"MACROREGION SUR"
40107;"AREQUIPA";"AREQUIPA";"JACOBO HUNTER";"AREQUIPA";"SUR";"MACROREGION SUR"
40108;"AREQUIPA";"AREQUIPA";"LA JOYA";"AREQUIPA";"SUR";"MACROREGION SUR"
40109;"AREQUIPA";"AREQUIPA";"MARIANO MELGAR";"AREQUIPA";"SUR";"MACROREGION SUR"
40110;"AREQUIPA";"AREQUIPA";"MIRAFLORES";"AREQUIPA";"SUR";"MACROREGION SUR"
40111;"AREQUIPA";"AREQUIPA";"MOLLEBAYA";"AREQUIPA";"SUR";"MACROREGION SUR"
40112;"AREQUIPA";"AREQUIPA";"PAUCARPATA";"AREQUIPA";"SUR";"MACROREGION SUR"
40113;"AREQUIPA";"AREQUIPA";"POCSI";"AREQUIPA";"SUR";"MACROREGION SUR"
40114;"AREQUIPA";"AREQUIPA";"POLOBAYA";"AREQUIPA";"SUR";"MACROREGION SUR"
40115;"AREQUIPA";"AREQUIPA";"QUEQUEÑA";"AREQUIPA";"SUR";"MACROREGION SUR"
40116;"AREQUIPA";"AREQUIPA";"SABANDIA";"AREQUIPA";"SUR";"MACROREGION SUR"
40117;"AREQUIPA";"AREQUIPA";"SACHACA";"AREQUIPA";"SUR";"MACROREGION SUR"
40118;"AREQUIPA";"AREQUIPA";"SAN JUAN DE SIGUAS";"AREQUIPA";"SUR";"MACROREGION SUR"
40119;"AREQUIPA";"AREQUIPA";"SAN JUAN DE TARUCANI";"AREQUIPA";"SUR";"MACROREGION SUR"
40120;"AREQUIPA";"AREQUIPA";"SANTA ISABEL DE SIGUAS";"AREQUIPA";"SUR";"MACROREGION SUR"
40121;"AREQUIPA";"AREQUIPA";"SANTA RITA DE SIGUAS";"AREQUIPA";"SUR";"MACROREGION SUR"
40122;"AREQUIPA";"AREQUIPA";"SOCABAYA";"AREQUIPA";"SUR";"MACROREGION SUR"
40123;"AREQUIPA";"AREQUIPA";"TIABAYA";"AREQUIPA";"SUR";"MACROREGION SUR"
40124;"AREQUIPA";"AREQUIPA";"UCHUMAYO";"AREQUIPA";"SUR";"MACROREGION SUR"
40125;"AREQUIPA";"AREQUIPA";"VITOR";"AREQUIPA";"SUR";"MACROREGION SUR"
40126;"AREQUIPA";"AREQUIPA";"YANAHUARA";"AREQUIPA";"SUR";"MACROREGION SUR"
40127;"AREQUIPA";"AREQUIPA";"YARABAMBA";"AREQUIPA";"SUR";"MACROREGION SUR"
40128;"AREQUIPA";"AREQUIPA";"YURA";"AREQUIPA";"SUR";"MACROREGION SUR"
40129;"AREQUIPA";"AREQUIPA";"JOSE LUIS BUSTAMANTE Y RIVERO";"AREQUIPA";"SUR";"MACROREGION SUR"
40201;"AREQUIPA";"CAMANA";"CAMANA";"AREQUIPA";"SUR";"MACROREGION SUR"
40202;"AREQUIPA";"CAMANA";"JOSE MARIA QUIMPER";"AREQUIPA";"SUR";"MACROREGION SUR"
40203;"AREQUIPA";"CAMANA";"MARIANO NICOLAS VALCARCEL";"AREQUIPA";"SUR";"MACROREGION SUR"
40204;"AREQUIPA";"CAMANA";"MARISCAL CACERES";"AREQUIPA";"SUR";"MACROREGION SUR"
40205;"AREQUIPA";"CAMANA";"NICOLAS DE PIEROLA";"AREQUIPA";"SUR";"MACROREGION SUR"
40206;"AREQUIPA";"CAMANA";"OCOÑA";"AREQUIPA";"SUR";"MACROREGION SUR"
40207;"AREQUIPA";"CAMANA";"QUILCA";"AREQUIPA";"SUR";"MACROREGION SUR"
40208;"AREQUIPA";"CAMANA";"SAMUEL PASTOR";"AREQUIPA";"SUR";"MACROREGION SUR"
40301;"AREQUIPA";"CARAVELI";"CARAVELI";"AREQUIPA";"SUR";"MACROREGION SUR"
40302;"AREQUIPA";"CARAVELI";"ACARI";"AREQUIPA";"SUR";"MACROREGION SUR"
40303;"AREQUIPA";"CARAVELI";"ATICO";"AREQUIPA";"SUR";"MACROREGION SUR"
40304;"AREQUIPA";"CARAVELI";"ATIQUIPA";"AREQUIPA";"SUR";"MACROREGION SUR"
40305;"AREQUIPA";"CARAVELI";"BELLA UNION";"AREQUIPA";"SUR";"MACROREGION SUR"
40306;"AREQUIPA";"CARAVELI";"CAHUACHO";"AREQUIPA";"SUR";"MACROREGION SUR"
40307;"AREQUIPA";"CARAVELI";"CHALA";"AREQUIPA";"SUR";"MACROREGION SUR"
40308;"AREQUIPA";"CARAVELI";"CHAPARRA";"AREQUIPA";"SUR";"MACROREGION SUR"
40309;"AREQUIPA";"CARAVELI";"HUANUHUANU";"AREQUIPA";"SUR";"MACROREGION SUR"
40310;"AREQUIPA";"CARAVELI";"JAQUI";"AREQUIPA";"SUR";"MACROREGION SUR"
40311;"AREQUIPA";"CARAVELI";"LOMAS";"AREQUIPA";"SUR";"MACROREGION SUR"
40312;"AREQUIPA";"CARAVELI";"QUICACHA";"AREQUIPA";"SUR";"MACROREGION SUR"
40313;"AREQUIPA";"CARAVELI";"YAUCA";"AREQUIPA";"SUR";"MACROREGION SUR"
40401;"AREQUIPA";"CASTILLA";"APLAO";"AREQUIPA";"SUR";"MACROREGION SUR"
40402;"AREQUIPA";"CASTILLA";"ANDAGUA";"AREQUIPA";"SUR";"MACROREGION SUR"
40403;"AREQUIPA";"CASTILLA";"AYO";"AREQUIPA";"SUR";"MACROREGION SUR"
40404;"AREQUIPA";"CASTILLA";"CHACHAS";"AREQUIPA";"SUR";"MACROREGION SUR"
40405;"AREQUIPA";"CASTILLA";"CHILCAYMARCA";"AREQUIPA";"SUR";"MACROREGION SUR"
40406;"AREQUIPA";"CASTILLA";"CHOCO";"AREQUIPA";"SUR";"MACROREGION SUR"
40407;"AREQUIPA";"CASTILLA";"HUANCARQUI";"AREQUIPA";"SUR";"MACROREGION SUR"
40408;"AREQUIPA";"CASTILLA";"MACHAGUAY";"AREQUIPA";"SUR";"MACROREGION SUR"
40409;"AREQUIPA";"CASTILLA";"ORCOPAMPA";"AREQUIPA";"SUR";"MACROREGION SUR"
40410;"AREQUIPA";"CASTILLA";"PAMPACOLCA";"AREQUIPA";"SUR";"MACROREGION SUR"
40411;"AREQUIPA";"CASTILLA";"TIPAN";"AREQUIPA";"SUR";"MACROREGION SUR"
40412;"AREQUIPA";"CASTILLA";"UÑON";"AREQUIPA";"SUR";"MACROREGION SUR"
40413;"AREQUIPA";"CASTILLA";"URACA";"AREQUIPA";"SUR";"MACROREGION SUR"
40414;"AREQUIPA";"CASTILLA";"VIRACO";"AREQUIPA";"SUR";"MACROREGION SUR"
40501;"AREQUIPA";"CAYLLOMA";"CHIVAY";"AREQUIPA";"SUR";"MACROREGION SUR"
40502;"AREQUIPA";"CAYLLOMA";"ACHOMA";"AREQUIPA";"SUR";"MACROREGION SUR"
40503;"AREQUIPA";"CAYLLOMA";"CABANACONDE";"AREQUIPA";"SUR";"MACROREGION SUR"
40504;"AREQUIPA";"CAYLLOMA";"CALLALLI";"AREQUIPA";"SUR";"MACROREGION SUR"
40505;"AREQUIPA";"CAYLLOMA";"CAYLLOMA";"AREQUIPA";"SUR";"MACROREGION SUR"
40506;"AREQUIPA";"CAYLLOMA";"COPORAQUE";"AREQUIPA";"SUR";"MACROREGION SUR"
40507;"AREQUIPA";"CAYLLOMA";"HUAMBO";"AREQUIPA";"SUR";"MACROREGION SUR"
40508;"AREQUIPA";"CAYLLOMA";"HUANCA";"AREQUIPA";"SUR";"MACROREGION SUR"
40509;"AREQUIPA";"CAYLLOMA";"ICHUPAMPA";"AREQUIPA";"SUR";"MACROREGION SUR"
40510;"AREQUIPA";"CAYLLOMA";"LARI";"AREQUIPA";"SUR";"MACROREGION SUR"
40511;"AREQUIPA";"CAYLLOMA";"LLUTA";"AREQUIPA";"SUR";"MACROREGION SUR"
40512;"AREQUIPA";"CAYLLOMA";"MACA";"AREQUIPA";"SUR";"MACROREGION SUR"
40513;"AREQUIPA";"CAYLLOMA";"MADRIGAL";"AREQUIPA";"SUR";"MACROREGION SUR"
40514;"AREQUIPA";"CAYLLOMA";"SAN ANTONIO DE CHUCA";"AREQUIPA";"SUR";"MACROREGION SUR"
40515;"AREQUIPA";"CAYLLOMA";"SIBAYO";"AREQUIPA";"SUR";"MACROREGION SUR"
40516;"AREQUIPA";"CAYLLOMA";"TAPAY";"AREQUIPA";"SUR";"MACROREGION SUR"
40517;"AREQUIPA";"CAYLLOMA";"TISCO";"AREQUIPA";"SUR";"MACROREGION SUR"
40518;"AREQUIPA";"CAYLLOMA";"TUTI";"AREQUIPA";"SUR";"MACROREGION SUR"
40519;"AREQUIPA";"CAYLLOMA";"YANQUE";"AREQUIPA";"SUR";"MACROREGION SUR"
40520;"AREQUIPA";"CAYLLOMA";"MAJES";"AREQUIPA";"SUR";"MACROREGION SUR"
40601;"AREQUIPA";"CONDESUYOS";"CHUQUIBAMBA";"AREQUIPA";"SUR";"MACROREGION SUR"
40602;"AREQUIPA";"CONDESUYOS";"ANDARAY";"AREQUIPA";"SUR";"MACROREGION SUR"
40603;"AREQUIPA";"CONDESUYOS";"CAYARANI";"AREQUIPA";"SUR";"MACROREGION SUR"
40604;"AREQUIPA";"CONDESUYOS";"CHICHAS";"AREQUIPA";"SUR";"MACROREGION SUR"
40605;"AREQUIPA";"CONDESUYOS";"IRAY";"AREQUIPA";"SUR";"MACROREGION SUR"
40606;"AREQUIPA";"CONDESUYOS";"RIO GRANDE";"AREQUIPA";"SUR";"MACROREGION SUR"
40607;"AREQUIPA";"CONDESUYOS";"SALAMANCA";"AREQUIPA";"SUR";"MACROREGION SUR"
40608;"AREQUIPA";"CONDESUYOS";"YANAQUIHUA";"AREQUIPA";"SUR";"MACROREGION SUR"
40701;"AREQUIPA";"ISLAY";"MOLLENDO";"AREQUIPA";"SUR";"MACROREGION SUR"
40702;"AREQUIPA";"ISLAY";"COCACHACRA";"AREQUIPA";"SUR";"MACROREGION SUR"
40703;"AREQUIPA";"ISLAY";"DEAN VALDIVIA";"AREQUIPA";"SUR";"MACROREGION SUR"
40704;"AREQUIPA";"ISLAY";"ISLAY";"AREQUIPA";"SUR";"MACROREGION SUR"
40705;"AREQUIPA";"ISLAY";"MEJIA";"AREQUIPA";"SUR";"MACROREGION SUR"
40706;"AREQUIPA";"ISLAY";"PUNTA DE BOMBON";"AREQUIPA";"SUR";"MACROREGION SUR"
40801;"AREQUIPA";"LA UNION";"COTAHUASI";"AREQUIPA";"SUR";"MACROREGION SUR"
40802;"AREQUIPA";"LA UNION";"ALCA";"AREQUIPA";"SUR";"MACROREGION SUR"
40803;"AREQUIPA";"LA UNION";"CHARCANA";"AREQUIPA";"SUR";"MACROREGION SUR"
40804;"AREQUIPA";"LA UNION";"HUAYNACOTAS";"AREQUIPA";"SUR";"MACROREGION SUR"
40805;"AREQUIPA";"LA UNION";"PAMPAMARCA";"AREQUIPA";"SUR";"MACROREGION SUR"
40806;"AREQUIPA";"LA UNION";"PUYCA";"AREQUIPA";"SUR";"MACROREGION SUR"
40807;"AREQUIPA";"LA UNION";"QUECHUALLA";"AREQUIPA";"SUR";"MACROREGION SUR"
40808;"AREQUIPA";"LA UNION";"SAYLA";"AREQUIPA";"SUR";"MACROREGION SUR"
40809;"AREQUIPA";"LA UNION";"TAURIA";"AREQUIPA";"SUR";"MACROREGION SUR"
40810;"AREQUIPA";"LA UNION";"TOMEPAMPA";"AREQUIPA";"SUR";"MACROREGION SUR"
40811;"AREQUIPA";"LA UNION";"TORO";"AREQUIPA";"SUR";"MACROREGION SUR"
50101;"AYACUCHO";"HUAMANGA";"AYACUCHO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50102;"AYACUCHO";"HUAMANGA";"ACOCRO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50103;"AYACUCHO";"HUAMANGA";"ACOS VINCHOS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50104;"AYACUCHO";"HUAMANGA";"CARMEN ALTO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50105;"AYACUCHO";"HUAMANGA";"CHIARA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50106;"AYACUCHO";"HUAMANGA";"OCROS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50107;"AYACUCHO";"HUAMANGA";"PACAYCASA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50108;"AYACUCHO";"HUAMANGA";"QUINUA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50109;"AYACUCHO";"HUAMANGA";"SAN JOSE DE TICLLAS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50110;"AYACUCHO";"HUAMANGA";"SAN JUAN BAUTISTA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50111;"AYACUCHO";"HUAMANGA";"SANTIAGO DE PISCHA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50112;"AYACUCHO";"HUAMANGA";"SOCOS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50113;"AYACUCHO";"HUAMANGA";"TAMBILLO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50114;"AYACUCHO";"HUAMANGA";"VINCHOS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50115;"AYACUCHO";"HUAMANGA";"JESUS NAZARENO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50116;"AYACUCHO";"HUAMANGA";"ANDRES AVELINO CACERES DORREGARAY";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50201;"AYACUCHO";"CANGALLO";"CANGALLO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50202;"AYACUCHO";"CANGALLO";"CHUSCHI";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50203;"AYACUCHO";"CANGALLO";"LOS MOROCHUCOS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50204;"AYACUCHO";"CANGALLO";"MARIA PARADO DE BELLIDO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50205;"AYACUCHO";"CANGALLO";"PARAS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50206;"AYACUCHO";"CANGALLO";"TOTOS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50301;"AYACUCHO";"HUANCA SANCOS";"SANCOS";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50302;"AYACUCHO";"HUANCA SANCOS";"CARAPO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50303;"AYACUCHO";"HUANCA SANCOS";"SACSAMARCA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50304;"AYACUCHO";"HUANCA SANCOS";"SANTIAGO DE LUCANAMARCA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50401;"AYACUCHO";"HUANTA";"HUANTA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50402;"AYACUCHO";"HUANTA";"AYAHUANCO";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50403;"AYACUCHO";"HUANTA";"HUAMANGUILLA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50404;"AYACUCHO";"HUANTA";"IGUAIN";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50405;"AYACUCHO";"HUANTA";"LURICOCHA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50406;"AYACUCHO";"HUANTA";"SANTILLANA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50407;"AYACUCHO";"HUANTA";"SIVIA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50408;"AYACUCHO";"HUANTA";"LLOCHEGUA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50409;"AYACUCHO";"HUANTA";"CANAYRE";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50410;"AYACUCHO";"HUANTA";"UCHURACCAY";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
50411;"AYACUCHO";"HUANTA";"PUCACOLPA";"AYACUCHO";"CENTRO";"MACROREGION CENTRO"
